,FracImgCells,SegQS,fracPBG,Otsu:CD11c,Otsu:CD21,Otsu:CD4,Otsu:CD8,Otsu:Ki67,M/SD:CD11c,M/SD:CD21,M/SD:CD4,M/SD:CD8,M/SD:Ki67,Cell/BG:CD11c,Cell/BG:CD21,Cell/BG:CD4,Cell/BG:CD8,Cell/BG:Ki67,Tissue,meanInt:CD11c,meanInt:CD21,meanInt:CD4,meanInt:CD8,meanInt:Ki67
0,0.4853235686648813,0.4742642163515063,0.21138442793013756,10.443669553322248,43.8536676744237,11.60739144096793,33.67035904038076,258.375245330886,0.5437803299272678,0.2546055056010124,0.5770950726007299,0.3290022707868505,0.1059383859453809,1046.7416895953986,1560.167041120029,1741.0259525356266,2678.964716541674,848.2303597756263,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
1,0.48490975748605647,0.7072349804325249,0.5069021784613225,82.59657984053183,11.965519170628555,20.87692552640051,28.65621910905892,16.797643991870697,0.1899300814444023,0.5598830954877814,0.3841531820709582,0.3257002605060172,0.4775616986119103,1291.4961208850498,6519.742657102633,5418.827440233495,8167.647864047781,10810.718505848487,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
2,0.6458418144816842,0.965578117178036,0.41741852156697307,16.126052157471896,8.665687681088896,9.583272458607254,61.93027640095608,10.411926687101468,0.4608963263193188,0.6546856710100529,0.5853642549505366,0.2385390029973145,0.5898789024710875,5295.069276536009,5625.595374102354,5529.622809385002,8112.854628302239,7458.975593749308,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
3,0.307558036166368,1.0615746610744763,0.6692011969208802,37.0001584251279,19.41658921726046,15.841057419243636,25.326681107808422,23.589598853999785,0.3355185666413091,0.4186823578545687,0.4488771798235607,0.3384235201195799,0.3916208913995578,3031.7701193251132,11585.416300408773,2990.927634658465,5705.536821730456,15598.41376568705,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
4,0.6343391752040308,1.1154319604871683,0.298205576553005,53.08740420200819,8.570737077080718,22.074860437333484,14.85718579778383,13.003118850932044,0.2740385818812392,0.6525514507163643,0.3503097728353668,0.4591602236689922,0.5092935364219751,663.7402470989463,2479.037115163831,1612.7521321033855,2930.3424723400544,4042.336960392866,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
5,0.40549416229778223,1.0568546401377588,0.5980483205918401,28.4651814787194,13.344976764116405,11.385816591026868,15.692126298370097,15.475258779668692,0.3781599889345578,0.5542501256638764,0.5042050197042339,0.4613831519736698,0.5218376925180895,3017.026488704904,10879.436901392875,3482.434632315247,8268.089027232001,15433.137495660323,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
6,0.7029736109626357,0.7604222993472701,0.19031527211921326,534.9297051178421,82.56786554552224,8.051138214695442,11.499900899773792,210.9595740778764,0.6294434383266663,0.2073363202780586,0.8347108779382526,0.5591341209626021,0.1254962559005278,1513.3670283746296,1022.3712055903412,2426.228698846622,3290.2386585541167,1641.7251696598191,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
7,0.477738641414347,0.2393053001564991,0.14838439302989487,13.888584731842542,31.22070135959753,17.777814914681567,33.27872988757929,144.40736939104096,0.4306410468832947,0.2814873798844661,0.6061255878260863,0.3559086158422171,0.1463216413844124,776.9471979005478,779.7156788937069,1380.016194140967,2065.132680819929,544.1967699266478,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
8,0.3314809453614207,1.0059624116385473,0.6671517480976791,60.93096607080656,17.412180687657532,16.74259533265824,26.16014233257502,24.959690641326976,0.2227499969361927,0.4905668389862291,0.3955497569445993,0.3524193068127679,0.4297964811306159,15236.34025432601,15680.308805363724,10170.321548490974,18393.512947107876,23113.69443966588,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
9,0.7007259164241791,1.1388601876103084,0.3173877069008898,17.037657637216984,5.556200381850516,8.797688954655392,12.027925811104158,12.14258430491263,0.4382113074178109,0.8452776687773547,0.6066956309491903,0.5466786183417163,0.5715971040766825,2035.2263331060306,3208.191950140929,4474.9811917536335,5830.2007415246135,6568.480340752725,lymph_nodes,1.3054754474993833,1.6991469721733075,2.5277436741986117,2.6297999306118216,1.198346296673591
