UMAP_1,UMAP_2,dataset_id,tissue_type,FracPixInImgBG,FracImgOfCells,Otsu:CD11c,Otsu:CD21,Otsu:CD4,Otsu:CD8,Otsu:Ki67,M/SD:CD11c,M/SD:CD21,M/SD:CD4,M/SD:CD8,M/SD:Ki67,meanInt:CD11c,meanInt:CD21,meanInt:CD4,meanInt:CD8,meanInt:Ki67
2.968471,16.82105,9aef5d58ef02a4cd27d4e08c457ef4ba,small_intestine,0.9678081571856215,0.4785897668953432,1195.9153522001386,112589.3771070554,2283.81266027288,3995.25943810784,7945.002032002411,0.039209829016103,0.0072651336625339,0.086428646893146,0.0316790610943461,0.0186294450365267,452044033,201164816,498122067,763062334,451092254
3.4254751,17.306652,e019d79dd2a2144f7772ce1fb11c2245,small_intestine,0.41135964398517944,0.36147067172786856,216.7362832454505,199.39146356624892,98.52181239620954,113.75019913209218,302.8220122775227,0.1081336276605698,0.139123945038163,0.1780946677559443,0.1616188276706315,0.1045340484732172,878447949,114558369,162969284,885569435,202076620
6.286395,15.516912,cf85bc1516f68195c899e287a9cd678b,lymph_nodes,0.21138442793013756,0.4853235686648813,10.443669553322248,43.8536676744237,11.60739144096793,33.67035904038076,258.375245330886,0.5437803299272678,0.2546055056010124,0.5770950726007299,0.3290022707868505,0.1059383859453809,96313499,154166817,144107565,208767402,104885888
6.252759,15.729327,8ed33ab3d0bf77d7a955865c6949cb1c,lymph_nodes,0.14838439302989487,0.477738641414347,13.888584731842542,31.22070135959753,17.777814914681567,33.27872988757929,144.40736939104096,0.4306410468832947,0.2814873798844661,0.6061255878260863,0.3559086158422171,0.1463216413844124,85607408,95826560,110254647,179403236,88966162
5.4106264,14.184204,75edcda4f3ff5bef72383d5d082438c2,spleen,0.09451722737559855,0.9106638501746288,41.1322198199272,11.340002963621073,28.842809617248054,17.808605678311093,35.09702102730516,0.2566144768330588,0.615235211603719,0.3147446888276756,0.4670697528054349,0.3147130145647882,194568979,92581551,314909216,104277229,450978140
6.7884893,14.0766,5dfaf57521ad6aa97aa64d8aba1f9d32,thymus,0.30278845085709094,0.7063981330918938,7.329835165739562,4.56065076127735,5.565650406002177,8.707604834101234,24.351948948863303,0.7250443449031003,0.9595732918824456,0.9124700205138664,0.7471557862752014,0.3519878995061714,156103955,191107826,276729484,299774371,324434523
6.0946546,17.516094,a4a9c03e47ebab4a0a63b64238e19c5b,small_intestine,0.7442132971107641,0.11036614424070124,68.48375650238259,10.992261424083734,32.87345937795013,80.36503150399274,138.3793437190313,0.3220926304195488,0.4197504890542129,0.3476127366210915,0.2173372623551145,0.243581748823642,42832090,43797638,48829686,73345893,60358352
3.700396,15.598882,5c5ac37add144e8a9707d2cd7791e694,lymph_nodes,0.5069021784613225,0.48490975748605647,82.59657984053183,11.965519170628555,20.87692552640051,28.65621910905892,16.797643991870697,0.1899300814444023,0.5598830954877814,0.3841531820709582,0.3257002605060172,0.4775616986119103,128094552,475079516,418754697,701995687,899629878
5.350374,14.344265,d36df353338a4a450f2282c65218f16c,spleen,0.26112862110944,0.8076435371208801,48.42694547314365,14.274713567278022,33.255793698750296,35.610920354245955,34.672781952778905,0.2436006589361966,0.4479966817911723,0.2955855797082097,0.445712347059532,0.3130155597711284,148411473,119128707,321503702,92581384,306757927
5.923864,17.806417,b179bfe63cc32d912ed1a995ab06d446,large_intestine,0.6849476763246015,0.13876615194450448,19.035402980924705,134.14004744651837,21.490048129194367,159.0826577542352,153.8625496210221,0.4084639236123912,0.1735503003656664,0.3310398940253994,0.2219058266307065,0.2027931342336192,67750873,90242425,68718295,56251224,78171882
8.204679,16.225885,f16f4add0fdec807862b5c422c09f3f3,large_intestine,0.5542794400073904,0.12385957655764442,304.7011808807459,6.432256697362775,10.69813708005937,15.710494671424229,133.20428596354316,0.0962914725815989,0.6369197073580373,0.6870663291568367,0.5289128111553094,0.1661662048562764,836533265,57772827,68000130,74772149,136892116
7.468439,15.21576,133119ed437057e346f195c40dba4017,large_intestine,0.38935397725567855,0.2553485477146186,24.43367757842139,4.782199297834899,8.788008747341268,51.48984031854574,49.66433124282541,0.4970484991691508,0.781783258296058,0.68031927185045,0.4343737621949793,0.481602383741959,53193242,55147366,59750344,56140336,57113723
4.893613,15.094266,8dd0ef5cafa3541cf9f0661db64662b7,thymus,0.38645077893321367,0.5934262578400983,55.17158383024709,11.365431757333486,352.9229009867704,40.893799827208106,19.253587003312443,0.215505338379934,0.5583611943870087,0.0908869314513811,0.2722323559865838,0.3922570987646337,103916868,167422838,80248230,141701066,147057257
4.1313934,16.934313,8940307f0a6d32bb455c533ef1bb9ad7,large_intestine,0.6976276911018743,0.20960838719865194,49.84350928939927,347.9904380639474,36.05983619538114,160.86233869585527,112.8937771119755,0.2532111475737081,0.1166280636062661,0.2725682520564075,0.1264809855336092,0.1895478522176378,183029346,218268499,164005441,300276591,222791587
3.8111184,15.719284,0dc91e6484430c2db25b6765dd6aa565,lymph_nodes,0.6692011969208802,0.307558036166368,37.0001584251279,19.41658921726046,15.841057419243636,25.326681107808422,23.589598853999785,0.3355185666413091,0.4186823578545687,0.4488771798235607,0.3384235201195799,0.3916208913995578,122254508,418403360,124781293,158175655,595097269
6.2041745,15.266479,97a405eff9cb4cf14481e5c436b00f47,lymph_nodes,0.19031527211921326,0.7029736109626357,534.9297051178421,82.56786554552224,8.051138214695442,11.499900899773792,210.9595740778764,0.6294434383266663,0.2073363202780586,0.8347108779382526,0.5591341209626021,0.1254962559005278,143200803,114958754,211404592,301903920,175147061
5.31392,15.353869,3de2804ec3219228758dba8382d33423,spleen,0.09384083034015643,0.7587394030444432,2352.3934772736275,152.60675795990142,596.9281240431997,31.544051140056915,300.90063997852883,0.1096044153742269,0.1380092680822405,0.2705571629674062,0.4105062417324827,0.1014423289521399,101543219,176178850,103084435,94124985,87168989
